"id","name","breed","sex","shots","declawed","neutered","birthday"
"0","Neil","Chinese Li Hua","M","1","1","1","2002-04-08"
"0","Bethel","Maine Coon","M","1","0","0","2013-06-08"
"0","Myrtle","Tonkinese","M","1","1","0","2002-10-01"
"0","Casimir","Nebelung","F","0","1","0","2012-05-23"
"0","Elvie","Lykoi","F","0","1","0","2008-04-24"
"0","Cathryn","Tonkinese","M","0","1","1","2011-01-07"
"0","Aidan","American Shorthair","M","0","1","1","2017-09-04"
"0","Kenny","Ragdoll","M","1","1","0","2004-08-16"
"0","Rhea","Himalayan","F","0","1","1","2007-11-08"
"0","Noemie","Exotic","M","1","1","0","2017-11-12"
"0","Cora","Maine Coon","M","1","1","1","2015-07-17"
"0","Elaina","Himalayan","F","0","0","1","2016-10-14"
"0","Lea","Tonkinese","M","0","0","1","2007-11-26"
"0","Cassandre","Bengal","M","0","1","0","2012-08-10"
"0","Johathan","Persian","M","1","1","1","2004-03-19"
"0","Aleen","Burmese","M","1","0","0","2004-10-22"
"0","Ettie","Chartreux","F","0","0","1","2011-03-24"
"0","Dandre","Ragamuffin","F","1","1","0","2003-06-10"
"0","Elisa","Tonkinese","F","1","0","0","2008-01-15"
"0","Humberto","Chartreux","M","0","1","1","2010-11-13"
"0","Lance","American Bobtail","F","1","0","0","2010-04-01"
"0","Enrico","Birman","F","0","0","0","2004-10-24"
"0","Wendy","Nebelung","M","0","1","0","2001-08-02"
"0","Neil","Birman","M","1","0","1","2007-07-11"
"0","Kurtis","Birman","M","1","0","0","2015-05-13"
"0","Anastacio","Tonkinese","M","0","1","1","2003-07-14"
"0","Lura","Lykoi","M","1","0","1","2001-12-21"
"0","Laurie","Russian Blue","M","0","1","0","2014-02-19"
"0","Kian","Siamese","M","1","1","1","2000-01-10"
"0","Cynthia","Bombay","F","0","1","0","2010-09-10"
"0","Cristina","Ocicat","M","1","0","0","2008-09-23"
"0","Marlene","Scottish Fold","M","1","1","1","2006-01-17"
"0","Maritza","Chinese Li Hua","M","0","0","1","2012-07-25"
"0","Gia","Chinese Li Hua","M","1","1","1","2013-02-04"
"0","Antwon","Ocicat","M","0","0","0","2007-10-11"
"0","Nickolas","Ragdoll","F","1","1","0","2001-03-10"
"0","Webster","Siamese","F","0","0","1","2014-12-01"
"0","Alexane","Persian","F","1","0","0","2015-03-03"
"0","Rashawn","British Shorthair","F","1","1","0","2015-06-16"
"0","Kathryn","Ocicat","F","0","1","1","2004-10-19"
"0","Branson","Ocicat","F","0","0","1","2001-11-12"
"0","Joan","Ragamuffin","F","0","0","0","2006-01-13"
"0","Bradford","Russian Blue","F","1","0","1","2004-08-27"
"0","Arnaldo","Devon Rex","F","1","1","1","2012-06-07"
"0","Giuseppe","American Shorthair","F","1","1","1","2009-09-12"
"0","Hanna","Norwegian Forest","M","0","0","1","2016-09-18"
"0","Cassandre","Norwegian Forest","M","0","0","0","2016-05-24"
"0","Samanta","Tonkinese","M","1","0","0","2016-02-07"
"0","Valerie","Bengal","F","1","0","0","2003-07-09"
"0","Zackery","Bombay","F","1","1","1","2016-04-14"
"0","Alessandro","American Bobtail","M","0","0","1","2013-09-06"
"0","Vito","Exotic","M","0","1","0","2006-12-22"
"0","Laurence","Persian","F","1","1","0","2000-08-17"
"0","Cynthia","Lykoi","F","1","1","0","2016-10-12"
"0","Hilda","Ragdoll","F","1","0","0","2008-10-10"
"0","Sigmund","Burmese","F","1","1","0","2001-04-15"
"0","Caden","Himalayan","M","0","1","0","2013-05-16"
"0","Eleanore","Nebelung","F","1","1","1","2011-08-11"
"0","Amir","Russian Blue","F","1","1","1","2010-10-17"
"0","Patience","Ocicat","F","0","0","0","2009-02-13"
"0","Alexis","Bombay","F","1","1","0","2015-02-07"
"0","Dax","Lykoi","M","0","0","1","2003-12-23"
"0","Rosemarie","Tonkinese","M","1","0","1","2007-10-18"
"0","Theodore","Chinese Li Hua","F","0","0","0","2003-03-08"
"0","Rowland","American Shorthair","F","0","0","1","2013-03-28"
"0","Brent","Scottish Fold","F","0","1","1","2001-09-07"
"0","Angie","Abyssinian","M","1","0","0","2011-06-10"
"0","Chandler","Nebelung","F","1","0","0","2001-05-07"
"0","Warren","Nebelung","F","1","0","1","2011-07-02"
"0","Maynard","Lykoi","F","1","1","0","2001-04-06"
"0","Skyla","Norwegian Forest","F","1","0","1","2000-11-20"
"0","Kathryne","Maine Coon","M","0","0","0","2013-03-19"
"0","Kayla","Bengal","F","1","1","1","2014-11-07"
"0","Rosario","Scottish Fold","F","1","1","0","2013-02-21"
"0","Willard","Exotic","M","1","0","0","2008-08-03"
"0","Liana","Norwegian Forest","F","0","0","0","2002-03-20"
"0","Helmer","Bombay","M","0","0","0","2013-03-22"
"0","Sandrine","Tonkinese","F","0","1","0","2014-11-25"
"0","Willa","Abyssinian","M","1","0","0","2013-03-26"
"0","Trent","Russian Blue","F","1","1","0","2017-12-18"
"0","Tyrel","Bengal","M","0","1","0","2003-12-21"
"0","Lonie","Scottish Fold","F","1","0","1","2013-05-13"
"0","Shad","Siamese","M","1","1","0","2002-12-17"
"0","Berneice","Russian Blue","M","1","0","1","2007-03-12"
"0","Kenneth","British Shorthair","M","0","0","0","2016-12-21"
"0","Ramiro","Birman","F","1","0","1","2014-11-27"
"0","Zita","American Shorthair","F","1","1","0","2017-01-03"
"0","Lulu","Ragamuffin","F","0","0","1","2011-06-10"
"0","Gene","American Bobtail","M","1","0","0","2011-11-27"
"0","Ryann","Siberian","M","1","0","0","2011-11-19"
"0","Jeremy","British Shorthair","F","1","0","0","2001-11-01"
"0","Greg","Persian","M","0","0","1","2017-06-22"
"0","Jason","Russian Blue","M","1","1","1","2004-01-23"
"0","Constantin","Ocicat","F","0","0","0","2008-01-25"
"0","Nella","Chinese Li Hua","F","0","1","0","2007-07-19"
"0","Iliana","Bombay","F","0","0","1","2000-10-23"
"0","Lexi","Burmese","F","0","1","0","2015-06-11"
"0","Leopoldo","Siberian","F","1","1","1","2013-02-13"
"0","Obie","Persian","F","1","1","0","2017-11-05"
"0","Scot","Chinese Li Hua","M","1","0","0","2003-07-10"
"0","Nayeli","Bengal","M","1","1","0","2015-08-16"
"0","Wilford","Chinese Li Hua","M","1","1","0","2017-09-27"
"0","Kelly","Siberian","F","0","1","1","2005-05-15"
"0","Jessy","Lykoi","F","1","1","0","2013-12-06"
"0","Ismael","Bengal","M","0","0","0","2009-02-17"
"0","Glenna","Scottish Fold","F","0","1","1","2005-12-02"
"0","Sandy","Abyssinian","F","0","0","1","2013-05-01"
"0","Rahsaan","Exotic","F","1","0","0","2002-02-21"
"0","Edison","Himalayan","F","1","0","1","2007-02-24"
"0","Benjamin","Abyssinian","M","1","0","0","2010-05-25"
"0","Savion","Nebelung","M","1","1","0","2006-06-09"
"0","Cristal","Maine Coon","M","1","0","1","2000-06-06"
"0","Yoshiko","Ragdoll","F","0","0","1","2009-06-14"
"0","Sheldon","Norwegian Forest","M","0","0","0","2010-07-05"
"0","Francis","Norwegian Forest","F","0","0","0","2000-02-11"
"0","Allen","American Shorthair","F","1","0","0","2000-09-12"
"0","Tremaine","Nebelung","M","0","1","1","2009-12-20"
"0","Ben","Bengal","F","0","0","0","2013-06-13"
"0","Barney","Abyssinian","F","1","0","0","2012-10-02"
"0","Sanford","Siberian","M","0","1","1","2009-12-22"
"0","Aida","Siberian","F","0","0","1","2016-03-08"
"0","Max","Ragamuffin","M","0","1","1","2002-10-16"
"0","Arvid","Siamese","F","0","1","1","2007-10-09"
"0","Brody","Bengal","F","0","0","1","2015-12-22"
"0","Brody","Chinese Li Hua","F","0","0","0","2002-04-02"
"0","Elvie","Ocicat","F","0","0","1","2008-03-04"
"0","Elenora","Tonkinese","M","0","0","0","2004-11-18"
"0","Thurman","Maine Coon","M","1","0","1","2015-03-14"
"0","Earlene","Abyssinian","M","0","0","0","2007-04-03"
"0","Burdette","Lykoi","F","1","0","0","2009-06-11"
"0","Stewart","Russian Blue","F","0","0","1","2007-07-04"
"0","Bonnie","Ragamuffin","M","1","0","0","2009-06-11"
"0","Demarco","American Bobtail","F","0","0","0","2012-11-16"
"0","Branson","Devon Rex","M","1","1","0","2005-02-25"
"0","Jaclyn","Bombay","F","0","0","0","2016-12-03"
"0","Davon","Nebelung","F","1","1","0","2010-02-07"
"0","Breana","Devon Rex","M","1","1","0","2003-08-15"
"0","Lukas","Abyssinian","F","1","0","1","2009-04-10"
"0","Tierra","Bengal","M","0","0","1","2008-01-09"
"0","Jacky","American Bobtail","M","1","1","1","2015-12-26"
"0","Chad","Exotic","M","1","1","0","2002-04-25"
"0","Archibald","Nebelung","F","0","0","0","2009-05-16"
"0","Jewel","British Shorthair","F","1","0","0","2015-03-10"
"0","Forrest","Nebelung","F","0","0","1","2016-07-25"
"0","Valentine","Siberian","F","1","1","0","2016-12-12"
"0","Ana","Ragamuffin","M","1","1","1","2015-01-04"
"0","Ivy","Russian Blue","M","1","1","1","2016-09-05"
"0","Chanelle","Siamese","M","0","1","1","2013-10-28"
"0","Bennett","Birman","F","1","1","1","2004-01-22"
"0","Melany","Bombay","M","1","0","1","2002-11-09"
"0","Silas","Persian","F","1","1","1","2002-05-01"
"0","Kim","Chartreux","M","1","1","0","2014-03-23"
"0","Unique","Maine Coon","F","1","1","0","2000-08-07"
"0","Manuela","Exotic","M","0","1","1","2010-07-28"
"0","Agustin","Burmese","F","1","1","1","2009-04-27"
"0","Rodrigo","Siberian","F","0","0","1","2000-08-16"
"0","Paul","Nebelung","M","1","0","1","2002-08-26"
"0","Petra","Russian Blue","F","0","0","0","2012-12-21"
"0","Ali","Bengal","M","0","0","1","2017-10-24"
"0","Enos","Ocicat","F","1","0","0","2002-07-14"
"0","Lauretta","Chartreux","F","1","1","0","2011-08-25"
"0","Jamal","Bombay","M","1","0","1","2011-11-05"
"0","Cesar","Birman","M","0","1","1","2017-06-07"
"0","Loy","Bengal","M","0","1","1","2000-04-16"
"0","Antone","Russian Blue","F","1","1","0","2000-11-17"
"0","Damion","Maine Coon","M","1","0","1","2009-02-20"
"0","Chaya","American Shorthair","F","0","0","0","2013-09-15"
"0","Verla","Ragdoll","M","0","0","1","2011-11-08"
"0","Ewald","Ocicat","M","1","1","1","2000-09-02"
"0","Eudora","Devon Rex","M","0","1","1","2003-05-02"
"0","Cleta","Exotic","M","1","1","0","2011-02-18"
"0","Ruthe","Bombay","F","0","1","1","2017-08-26"
"0","Mario","Devon Rex","F","0","1","0","2007-08-24"
"0","Susana","Scottish Fold","M","1","1","1","2013-11-01"
"0","Frida","Chinese Li Hua","F","1","0","1","2011-01-05"
"0","Delia","Persian","M","0","0","1","2000-03-22"
"0","Muhammad","Scottish Fold","M","1","1","1","2013-10-01"
"0","Margarett","American Shorthair","M","1","0","1","2007-05-24"
"0","Brandy","Burmese","F","1","0","0","2001-03-26"
"0","Natalie","Birman","F","1","1","1","2014-01-24"
"0","Russ","Burmese","M","0","1","1","2017-03-04"
"0","Francisco","Himalayan","M","0","0","1","2001-08-03"
"0","Kaia","Burmese","M","0","1","1","2014-09-24"
"0","Orie","Chinese Li Hua","M","1","1","1","2012-10-22"
"0","Orpha","Persian","F","0","1","0","2014-01-05"
"0","Raymond","Norwegian Forest","F","0","0","0","2008-08-11"
"0","Ashley","Maine Coon","M","1","0","1","2011-05-14"
"0","Eugene","Ocicat","M","1","1","1","2017-05-23"
"0","Ebba","Burmese","F","1","1","1","2014-02-11"
"0","Chris","Lykoi","M","1","0","1","2007-11-05"
"0","Frances","Scottish Fold","M","1","1","1","2012-04-22"
"0","Arnold","Chinese Li Hua","F","1","1","1","2007-10-14"
"0","Faustino","Siamese","F","1","0","1","2011-08-07"
"0","Michaela","British Shorthair","F","1","0","0","2014-02-18"
"0","Colin","Burmese","M","0","0","0","2000-10-16"
"0","Alek","Chinese Li Hua","F","0","1","0","2005-11-02"
"0","Ashton","Scottish Fold","F","1","0","1","2014-05-26"
"0","Bianka","Birman","F","0","1","1","2006-06-22"
"0","Murphy","Chartreux","M","0","0","0","2007-07-13"
"0","Marcel","Ocicat","M","0","0","1","2001-03-09"
"0","Juvenal","American Bobtail","F","1","1","0","2001-07-18"
"0","Alexie","Ragdoll","M","0","0","0","2003-05-23"
"0","Damon","British Shorthair","F","0","0","1","2008-10-17"
"0","Jeanette","Ocicat","M","0","0","0","2004-05-21"
"0","Adrain","Exotic","M","0","0","0","2003-03-14"
"0","Johnson","Devon Rex","F","1","0","1","2003-11-23"
"0","Adaline","Ragdoll","M","0","1","1","2007-12-26"
"0","Mario","Persian","F","0","1","1","2001-06-02"
"0","Kallie","Abyssinian","F","0","0","1","2007-10-04"
"0","Johnny","Birman","M","1","1","0","2000-05-04"
"0","Gabe","Birman","F","1","1","0","2003-04-16"
"0","Gail","Maine Coon","M","1","0","1","2014-01-19"
"0","Jovanny","Lykoi","F","1","0","0","2012-11-05"
"0","Evie","Ragdoll","M","1","0","0","2008-04-05"
"0","Karina","Scottish Fold","F","1","0","1","2016-10-08"
"0","Tad","Devon Rex","M","0","0","0","2005-02-17"
"0","Elisha","Ragamuffin","M","1","1","1","2005-05-06"
"0","Milo","Burmese","M","0","0","0","2008-06-02"
"0","Austyn","Norwegian Forest","M","1","0","1","2005-01-04"
"0","Cletus","Chinese Li Hua","F","0","1","1","2011-08-24"
"0","Roxanne","Chartreux","M","0","0","1","2002-05-02"
"0","Brittany","Nebelung","M","1","1","0","2015-03-25"
"0","Teagan","Ocicat","M","0","1","1","2014-08-26"
"0","Emile","Chinese Li Hua","F","1","0","1","2012-11-11"
"0","Clifton","Chartreux","F","1","0","0","2009-06-26"
"0","General","Himalayan","F","0","1","1","2014-05-05"
"0","Iva","Chartreux","F","0","0","1","2006-02-14"
"0","Willow","Chinese Li Hua","F","0","1","0","2009-04-24"
"0","Gerardo","Norwegian Forest","F","0","1","1","2016-09-26"
"0","Priscilla","Bengal","M","0","0","0","2015-04-28"
"0","Lance","Burmese","F","0","0","1","2005-04-04"
"0","Vivien","Devon Rex","M","0","0","0","2003-06-07"
"0","Ophelia","Siberian","F","1","1","0","2008-03-22"
"0","Allison","British Shorthair","M","0","1","1","2010-04-09"
"0","Rafaela","Bombay","F","1","0","1","2013-10-15"
"0","Kiel","Maine Coon","M","0","1","0","2006-07-20"
"0","Eulah","Siberian","F","0","0","1","2008-06-05"
"0","Danielle","Himalayan","M","0","0","1","2015-10-16"
"0","Lexi","Maine Coon","F","1","1","0","2000-01-12"
"0","Riley","Ragamuffin","F","0","0","1","2011-12-20"
"0","Harmony","Ocicat","F","0","1","1","2007-02-02"
"0","Delbert","British Shorthair","M","1","0","0","2012-11-25"
"0","Orie","Devon Rex","M","1","1","0","2016-06-10"
"0","Jaquelin","Devon Rex","M","1","1","1","2007-08-03"
"0","Lorna","Nebelung","F","1","0","0","2012-10-20"
"0","Carter","Devon Rex","M","0","1","1","2007-10-01"
"0","Donny","Russian Blue","F","1","0","1","2011-10-28"
"0","Lenore","Chartreux","F","0","0","1","2008-05-01"
"0","Tristin","Burmese","M","1","1","1","2005-08-20"
"0","Earnestine","Scottish Fold","F","0","1","1","2011-03-27"
"0","Jameson","Exotic","M","1","1","1","2009-10-13"
"0","Juston","Chartreux","F","1","0","1","2004-11-05"
"0","Efrain","Persian","F","1","0","0","2012-12-12"
"0","Bradford","American Shorthair","M","0","0","0","2004-02-19"
"0","Christy","Maine Coon","M","0","1","1","2012-07-15"
"0","Robin","Abyssinian","M","1","0","0","2016-06-15"
"0","Wilford","Persian","M","1","0","1","2000-01-26"
"0","Nelda","Norwegian Forest","M","0","0","1","2002-08-11"
"0","Camille","Ocicat","M","0","1","0","2005-05-21"
"0","April","American Shorthair","M","0","1","1","2017-01-26"
"0","Lyric","Nebelung","M","0","0","1","2012-07-23"
"0","Keanu","Tonkinese","F","0","1","0","2012-04-25"
"0","Cleve","Bengal","F","1","1","0","2001-05-02"
"0","Antwon","Russian Blue","M","1","0","1","2016-09-07"
"0","Lucy","Siamese","F","1","1","0","2015-06-03"
"0","Shanon","Chartreux","M","0","0","0","2003-04-15"
"0","Madeline","Burmese","F","1","0","1","2008-02-06"
"0","Alva","Russian Blue","F","0","0","1","2004-04-13"
"0","Helen","Birman","F","0","0","0","2002-01-16"
"0","Ashlee","Norwegian Forest","M","0","0","0","2000-09-03"
"0","Annabell","Tonkinese","F","1","0","1","2017-07-05"
"0","Dessie","Siberian","M","1","1","0","2007-11-19"
"0","Dewayne","Ragdoll","F","1","1","0","2003-04-27"
"0","Nichole","Ragamuffin","F","1","1","1","2003-08-03"
"0","Estel","Bengal","F","1","1","0","2005-08-11"
"0","Annalise","American Shorthair","M","0","0","0","2007-06-02"
"0","Nannie","Scottish Fold","F","0","0","1","2016-11-27"
"0","Thaddeus","Himalayan","F","1","0","0","2005-08-15"
"0","Diego","Exotic","F","0","1","0","2015-05-01"
"0","Amari","Himalayan","M","0","0","0","2014-08-23"
"0","Dejuan","Norwegian Forest","F","0","1","1","2017-04-10"
"0","Douglas","Himalayan","F","1","1","0","2000-07-07"
"0","Marcel","Chartreux","F","0","0","0","2015-04-24"
"0","Casimer","Nebelung","M","0","0","0","2002-03-23"
"0","Mack","British Shorthair","F","0","1","1","2013-02-17"
"0","Anastacio","American Bobtail","F","1","0","1","2009-12-15"
"0","Marlene","Chinese Li Hua","M","0","0","0","2011-12-17"
"0","Obie","Ocicat","M","0","1","0","2009-11-01"
"0","Jerrell","Nebelung","F","1","0","1","2008-08-06"
"0","Christine","Exotic","F","0","0","1","2009-02-02"
"0","Neal","Himalayan","F","0","0","1","2011-10-03"
"0","Verda","Norwegian Forest","M","0","1","0","2006-09-23"
"0","Penelope","Russian Blue","F","1","0","1","2011-09-25"
"0","Diego","Ocicat","M","1","0","0","2013-12-05"
"0","Camden","Ragdoll","F","1","0","1","2013-08-27"
"0","Max","Exotic","M","0","1","0","2007-03-03"
"0","Tyler","Lykoi","F","1","0","1","2016-11-28"
"0","Rhoda","British Shorthair","M","0","1","1","2012-09-15"
"0","Zackary","British Shorthair","F","0","1","0","2006-03-27"
"0","Celine","Birman","M","1","0","1","2008-03-09"
"0","Elvera","Tonkinese","F","1","0","1","2001-03-10"
"0","Abraham","Abyssinian","M","1","0","0","2010-10-14"
"0","Heath","Lykoi","M","0","1","0","2005-09-20"
"0","Linnie","Siamese","F","0","1","1","2000-10-23"
"0","Graciela","Siamese","M","1","1","0","2010-01-21"
"0","Sammie","Lykoi","M","0","0","0","2008-08-01"
"0","Jaquelin","Lykoi","F","1","1","0","2013-10-03"
"0","Aurelie","Birman","M","0","0","0","2000-01-16"
"0","Marta","Bengal","F","0","0","1","2004-12-13"
"0","Anastacio","Chinese Li Hua","M","1","0","0","2013-05-19"
"0","Missouri","British Shorthair","F","1","0","0","2005-06-22"
"0","Casimir","Birman","M","1","1","1","2004-11-08"
"0","Mya","British Shorthair","F","1","0","0","2001-11-03"
"0","Nikki","Burmese","F","1","0","1","2015-05-12"
"0","Annamae","Devon Rex","M","1","1","1","2001-11-26"
"0","Belle","Ragamuffin","F","0","0","1","2013-06-28"
"0","Gaston","Chinese Li Hua","F","0","0","0","2016-09-02"
"0","Francesco","Siamese","F","0","1","0","2003-12-21"
"0","Kenyon","Bengal","F","1","0","1","2003-11-14"
"0","Maverick","American Shorthair","F","1","1","1","2006-04-07"
"0","Eliane","Exotic","M","0","1","1","2013-08-21"
"0","Cleve","American Shorthair","F","1","1","1","2005-09-26"
"0","Brenna","Exotic","F","0","0","0","2005-12-08"
"0","Rolando","British Shorthair","M","1","1","1","2000-05-03"
"0","Michale","Chartreux","F","0","0","0","2016-10-28"
"0","Alba","Persian","M","1","0","1","2009-02-18"
"0","Lina","Abyssinian","M","0","0","0","2010-02-21"
"0","Scot","Ocicat","F","0","1","0","2008-10-01"
"0","Sammy","Ocicat","F","0","1","1","2016-07-24"
"0","Jackeline","Devon Rex","M","0","0","0","2003-08-10"
"0","Sonny","Exotic","M","1","1","1","2017-12-09"
"0","Roman","Maine Coon","F","0","0","1","2010-08-27"
"0","Devante","American Shorthair","F","0","0","0","2005-11-07"
"0","Buford","Siberian","F","1","1","0","2009-05-07"
"0","Nelle","Himalayan","F","1","0","0","2017-07-21"
"0","Eveline","Ragamuffin","M","1","1","1","2015-06-20"
"0","Blaise","Tonkinese","M","1","1","0","2000-05-13"
"0","Elyssa","Scottish Fold","F","1","1","0","2006-03-20"
"0","Alvena","American Shorthair","F","0","1","0","2005-09-18"
"0","Dale","Nebelung","M","1","0","1","2009-05-06"
"0","Ivy","Burmese","F","0","0","0","2015-04-09"
"0","Tevin","Lykoi","M","1","1","1","2008-11-10"
"0","Leland","Ragdoll","F","0","1","1","2013-12-21"
"0","Carolanne","Abyssinian","M","0","1","0","2017-10-18"
"0","Lauretta","Norwegian Forest","M","0","0","1","2014-10-01"
"0","Garnett","Ragdoll","F","1","1","0","2002-09-05"
"0","Sydney","Chartreux","M","0","1","1","2009-02-26"
"0","Gretchen","British Shorthair","M","0","1","1","2012-09-03"
"0","Randi","Russian Blue","M","0","1","1","2011-06-16"
"0","Orval","Himalayan","M","1","1","0","2004-09-08"
"0","Alec","Ocicat","M","0","1","0","2015-03-03"
"0","Kenny","Bombay","M","0","0","0","2017-09-28"
"0","Erich","Maine Coon","F","1","0","0","2000-06-03"
"0","Gay","American Bobtail","M","1","1","1","2005-05-16"
"0","Wade","Persian","M","0","1","1","2009-11-20"
"0","Buford","Lykoi","F","1","0","1","2012-01-09"
"0","Alexzander","Exotic","M","1","0","0","2016-09-09"
"0","Jude","Ragdoll","F","1","1","0","2017-02-11"
"0","Norval","Ocicat","M","1","1","0","2013-03-26"
"0","Lamar","Persian","F","1","1","1","2015-06-18"
"0","Keon","Ragamuffin","M","1","1","0","2002-01-20"
"0","Josie","Himalayan","F","1","1","0","2001-05-12"
"0","Modesto","Abyssinian","F","0","1","1","2001-05-04"
"0","Stanford","Chartreux","F","1","0","1","2002-10-20"
"0","Alessia","Bengal","M","1","1","1","2012-12-01"
"0","Dillon","Ragdoll","F","0","1","1","2009-12-15"
"0","Odie","Siamese","F","1","0","1","2001-10-11"
"0","Phoebe","Tonkinese","F","0","1","1","2008-11-23"
"0","Floyd","Persian","F","1","1","1","2006-12-10"
"0","Eliezer","British Shorthair","M","0","0","0","2000-12-13"
"0","Domenica","Russian Blue","F","0","0","0","2003-02-02"
"0","Davin","Siamese","F","1","1","0","2012-11-28"
"0","Marilie","Russian Blue","F","0","0","0","2015-10-07"
"0","Korbin","Maine Coon","M","0","0","1","2011-08-09"
"0","Joe","Nebelung","M","0","1","1","2015-08-09"
"0","Foster","Tonkinese","M","0","1","1","2006-12-17"
"0","Erling","Tonkinese","F","0","0","0","2002-11-07"
"0","Kaleigh","Burmese","F","1","1","1","2003-05-07"
"0","Lewis","Bombay","M","0","1","0","2006-02-13"
"0","Liana","Devon Rex","F","0","1","1","2012-03-12"
"0","Skylar","Burmese","M","0","0","1","2005-04-13"
"0","Michael","Ragamuffin","M","1","0","1","2007-04-09"
"0","Emil","Ragdoll","F","0","1","1","2011-05-01"
"0","Frederick","Persian","F","0","1","0","2017-11-13"
"0","Rylan","Exotic","M","1","0","1","2016-08-03"
"0","Tia","Ragdoll","F","1","1","0","2013-06-16"
"0","Maeve","Siamese","M","0","1","0","2014-07-26"
"0","Jefferey","Bombay","F","1","0","0","2014-07-12"
"0","Jonathon","Russian Blue","F","1","0","1","2001-03-22"
"0","Yasmine","Burmese","F","1","0","1","2005-10-19"
"0","Khalid","Russian Blue","F","0","0","0","2008-11-11"
"0","Maxie","Siberian","F","1","1","1","2004-09-08"
"0","Winnifred","Ragamuffin","M","1","0","1","2014-07-01"
"0","Clifton","Siberian","F","1","1","0","2001-06-14"
"0","Wyman","Burmese","M","0","0","1","2015-10-04"
"0","Max","Birman","F","0","1","0","2005-09-25"
"0","Shania","Exotic","F","1","1","0","2016-04-12"
"0","Nettie","Bengal","M","1","0","1","2017-04-07"
"0","Trevion","Exotic","F","0","1","0","2016-05-26"
"0","Verner","American Shorthair","M","0","0","0","2015-09-14"
"0","Haylee","Birman","M","1","1","0","2012-10-02"
"0","Norbert","Nebelung","F","1","0","1","2010-07-12"
"0","Rhea","Siberian","F","0","0","0","2012-04-25"
"0","Leland","Exotic","F","0","1","1","2003-07-22"
"0","Johnathon","Maine Coon","F","0","0","0","2007-12-27"
"0","Erna","Ragamuffin","M","1","1","1","2005-12-11"
"0","Loyal","Exotic","F","1","0","0","2003-01-12"
"0","Dallin","Exotic","F","0","0","1","2010-02-24"
"0","Vilma","Maine Coon","M","1","0","0","2014-05-11"
"0","Juwan","Scottish Fold","M","0","1","1","2017-09-12"
"0","Brionna","Siamese","F","1","1","1","2012-12-01"
"0","Leonard","Birman","M","0","1","0","2012-08-01"
"0","Abigayle","Scottish Fold","F","1","0","0","2011-05-05"
"0","Reina","Ragamuffin","F","0","1","1","2005-11-24"
"0","Leta","Scottish Fold","F","1","0","1","2014-08-10"
"0","Chyna","Tonkinese","F","0","1","1","2017-07-28"
"0","Neha","Maine Coon","F","1","0","1","2013-01-01"
"0","Shany","Norwegian Forest","F","0","0","0","2009-04-18"
"0","Ilene","Russian Blue","F","1","0","1","2009-10-20"
"0","Jan","Tonkinese","M","0","1","1","2014-07-16"
"0","Warren","American Bobtail","F","0","1","1","2004-11-18"
"0","Arjun","Persian","M","0","1","1","2009-12-23"
"0","Margie","Chartreux","F","1","1","0","2005-12-27"
"0","Janick","Russian Blue","F","0","0","0","2010-12-26"
"0","Orie","Scottish Fold","F","1","1","1","2014-10-20"
"0","Price","Devon Rex","M","1","0","1","2000-05-28"
"0","Mikel","Birman","M","0","0","0","2003-09-11"
"0","Stephen","American Shorthair","F","1","1","0","2008-05-27"
"0","Rubye","British Shorthair","M","1","0","1","2005-04-19"
"0","Hubert","Birman","F","0","0","1","2001-04-02"
"0","Marlin","Nebelung","M","0","1","0","2002-10-20"
"0","Lenora","Siberian","M","0","1","0","2005-08-19"
"0","Juliet","Bombay","M","1","1","1","2002-01-27"
"0","Kamron","Devon Rex","M","1","0","0","2007-12-21"
"0","Santino","Devon Rex","M","0","1","0","2005-10-05"
"0","Raymond","Scottish Fold","M","0","0","1","2012-03-24"
"0","Dawson","Norwegian Forest","M","1","0","1","2013-04-25"
"0","Sydney","Chartreux","F","1","1","1","2001-02-23"
"0","Elisha","Siamese","M","0","1","1","2013-04-15"
"0","Geo","Nebelung","F","0","0","1","2012-03-22"
"0","Zion","Siamese","F","0","0","1","2012-12-09"
"0","Queenie","American Shorthair","M","0","0","0","2006-03-23"
"0","Omari","Abyssinian","F","1","1","0","2002-03-05"
"0","Jace","Ocicat","F","1","1","0","2012-09-18"
"0","Karlee","Chinese Li Hua","F","0","0","1","2002-08-04"
"0","Cortez","Burmese","M","0","0","0","2008-04-27"
"0","Era","Siberian","F","0","0","0","2008-06-15"
"0","Kameron","Nebelung","M","0","0","0","2007-04-21"
"0","Nellie","Scottish Fold","F","0","1","1","2006-07-07"
"0","Oswaldo","Devon Rex","M","1","0","1","2006-07-10"
"0","Grover","Bengal","M","1","0","1","2003-04-08"
"0","Jordon","Persian","M","0","0","0","2000-09-07"
"0","Jayme","Chartreux","M","1","1","1","2002-11-25"
"0","Lynn","Devon Rex","F","0","0","1","2004-06-01"
"0","Ozella","Tonkinese","F","1","1","0","2007-12-20"
"0","Virginia","Tonkinese","F","0","0","1","2014-04-26"
"0","Darrell","Persian","M","0","0","0","2013-01-14"
"0","Shania","Tonkinese","F","1","1","0","2013-02-20"
"0","Otilia","Russian Blue","M","1","1","0","2012-06-06"
"0","Brenden","Maine Coon","M","1","1","1","2010-06-05"
"0","Irma","Himalayan","M","1","0","0","2011-11-09"
"0","Marc","Tonkinese","F","1","0","1","2016-10-06"
"0","Kayleigh","Siberian","M","1","1","1","2010-05-02"
