"id","name","breed","sex","shots","licensed","neutered","birthday","weight"
"0","Lourdes","Australian Shepherd","F","1","1","0","2006-10-16","23"
"0","Justen","Boxers","M","1","0","1","2016-07-12","128"
"0","Brady","Shih Tzu","M","1","0","0","2015-12-26","118"
"0","Rowena","Bernese Mountain Dog","F","1","0","1","2017-12-19","20"
"0","Deon","Irish Wolfhound","F","0","1","0","2015-03-20","34"
"0","Fritz","Alaskan Malamute","F","0","0","1","2012-06-16","78"
"0","Jerrold","Boston Terrier","M","0","1","1","2001-07-11","5"
"0","Gillian","Australian Shepherd","F","1","0","1","2002-08-11","66"
"0","Desmond","Border Collie","F","1","1","1","2017-06-23","118"
"0","Ima","Irish Wolfhound","F","0","0","0","2000-02-21","34"
"0","Stacey","Shih Tzu","M","1","1","1","2009-08-18","76"
"0","Tomasa","Labrador","M","1","0","1","2013-12-10","106"
"0","Adrain","Pug","F","0","0","0","2010-03-11","84"
"0","Otha","Shih Tzu","M","0","0","0","2006-01-15","57"
"0","Michaela","Dachshunds","F","0","0","1","2017-02-07","86"
"0","Retta","Labrador","F","1","1","1","2008-03-15","64"
"0","Wilber","Border Collie","M","1","0","0","2002-04-14","17"
"0","Asa","Afghan","F","1","1","1","2005-09-05","41"
"0","Camylle","Cavalier King Charles Spaniel","F","1","1","1","2007-06-21","47"
"0","Madisyn","Australian Shepherd","F","0","1","0","2004-08-04","133"
"0","Macey","Great Dane","F","0","1","0","2005-12-23","23"
"0","Elda","Mastiff","M","1","1","1","2006-04-24","35"
"0","Paige","Bernese Mountain Dog","M","1","1","0","2000-12-28","78"
"0","Darrell","Golden Retriever","M","0","0","0","2010-12-26","59"
"0","Margie","Cavalier King Charles Spaniel","F","1","1","0","2000-02-14","110"
"0","Alexandra","Rottweiler","M","1","0","0","2003-03-05","102"
"0","Walton","Boston Terrier","F","1","1","1","2005-01-06","124"
"0","Makayla","Huskie","F","0","0","0","2014-08-14","86"
"0","Glenda","Cavalier King Charles Spaniel","M","0","0","1","2013-02-25","55"
"0","Allan","Yorkshire Terriers","M","0","0","1","2004-10-11","36"
"0","Vivien","Labrador","M","1","1","0","2006-03-09","112"
"0","Danyka","Dalmatian","F","0","1","0","2001-05-09","76"
"0","Madge","Dachshunds","F","0","1","1","2012-09-23","40"
"0","Dallin","Corgi","F","1","1","0","2013-10-23","29"
"0","Derick","Poodle","F","1","0","1","2011-03-20","108"
"0","Macy","Bulldog","F","1","1","0","2009-12-22","84"
"0","Katlyn","German Shepherd","M","0","1","0","2001-04-26","132"
"0","Andres","Cavalier King Charles Spaniel","M","1","1","0","2005-12-14","98"
"0","Marco","Alaskan Malamute","F","0","0","1","2004-07-16","119"
"0","Lura","Bernese Mountain Dog","M","1","1","1","2005-07-28","72"
"0","Ignacio","Huskie","F","1","0","0","2005-07-04","106"
"0","Jaqueline","Poodle","F","0","0","0","2015-09-08","110"
"0","Grady","Yorkshire Terriers","F","1","1","0","2008-08-09","127"
"0","Greyson","Beagle","F","1","1","1","2016-06-21","52"
"0","Alia","Afghan","F","1","0","0","2003-04-23","23"
"0","Jamie","Afghan","M","0","0","1","2007-01-18","31"
"0","Selmer","Mastiff","M","0","0","1","2014-10-02","8"
"0","Seth","Australian Shepherd","M","1","0","1","2014-01-22","7"
"0","Cecelia","Border Collie","F","0","0","1","2015-05-25","92"
"0","Drake","Irish Wolfhound","F","0","0","0","2010-11-09","55"
"0","Scarlett","Boxers","M","1","0","1","2000-02-08","33"
"0","Della","Yorkshire Terriers","F","1","0","1","2005-09-19","114"
"0","Damien","Golden Retriever","F","1","0","1","2015-04-16","120"
"0","Ambrose","Bernese Mountain Dog","F","1","0","0","2008-04-12","76"
"0","Niko","German Shepherd","M","0","1","1","2013-07-02","125"
"0","Casandra","Yorkshire Terriers","F","1","0","1","2015-05-27","105"
"0","Asa","Huskie","F","1","1","1","2012-01-01","98"
"0","Vivianne","Pug","F","0","1","0","2008-03-11","113"
"0","Wyman","Irish Wolfhound","F","0","1","1","2004-03-05","110"
"0","Lamar","Great Dane","M","0","0","1","2006-04-27","8"
"0","Junior","Mastiff","M","0","1","1","2007-09-08","52"
"0","Desiree","Huskie","M","0","1","0","2005-04-21","71"
"0","Stuart","Pug","M","1","0","1","2008-09-09","101"
"0","Tre","Irish Wolfhound","M","0","0","1","2017-09-14","50"
"0","Demond","Afghan","M","1","0","1","2004-08-12","83"
"0","Matilde","Beagle","M","1","1","1","2016-05-16","56"
"0","Virgil","Boston Terrier","M","1","0","1","2006-04-12","74"
"0","Chance","Afghan","M","0","0","0","2008-04-13","21"
"0","Barry","Dachshunds","F","0","0","0","2004-02-24","69"
"0","Zack","Border Collie","F","1","0","0","2009-12-19","116"
"0","Rosella","Corgi","F","1","0","1","2016-09-25","26"
"0","Kianna","Beagle","M","0","0","0","2010-03-25","59"
"0","Ramiro","Dalmatian","M","1","0","1","2016-06-08","115"
"0","Raina","Cavalier King Charles Spaniel","M","0","1","1","2008-11-14","87"
"0","German","Labrador","M","0","1","1","2009-03-26","111"
"0","Alexie","Dalmatian","M","1","1","0","2009-07-21","14"
"0","Lurline","Shih Tzu","M","1","1","1","2012-04-08","109"
"0","Liliane","Boxers","F","0","0","1","2005-05-23","96"
"0","Willie","Bulldog","M","1","1","1","2000-05-24","84"
"0","Willy","German Shepherd","M","1","0","1","2009-03-10","76"
"0","Larue","Labrador","F","0","0","1","2013-10-16","133"
"0","Jerrell","Australian Shepherd","M","0","1","0","2001-03-03","121"
"0","Elsa","Golden Retriever","F","0","1","1","2014-01-17","18"
"0","Alejandrin","Golden Retriever","M","1","0","0","2016-07-14","32"
"0","Carmen","Cavalier King Charles Spaniel","M","1","1","1","2004-02-01","130"
"0","Cheyenne","Irish Wolfhound","M","0","0","0","2013-07-10","35"
"0","Estelle","Huskie","F","1","1","1","2010-01-23","20"
"0","Keeley","Irish Wolfhound","M","1","0","0","2014-01-02","36"
"0","Keshawn","Irish Wolfhound","M","0","1","0","2014-05-19","35"
"0","Kurtis","Pug","M","0","0","0","2003-01-11","21"
"0","Paris","Labrador","M","0","0","0","2014-08-17","94"
"0","Lavern","Shih Tzu","F","0","0","1","2015-07-09","130"
"0","Joy","Beagle","M","0","1","0","2016-11-19","71"
"0","Wilfred","German Shepherd","F","0","1","0","2001-06-20","68"
"0","Elnora","Boxers","M","0","1","0","2008-11-11","133"
"0","Rudy","Labrador","M","0","1","1","2001-12-14","21"
"0","Theodore","Doberman Pinscher","M","0","1","1","2007-10-08","126"
"0","Abel","Beagle","M","1","1","0","2009-06-05","81"
"0","Kaden","Afghan","F","0","0","1","2005-09-10","76"
"0","Dina","Dachshunds","M","1","1","0","2010-02-09","19"
"0","Diamond","Bernese Mountain Dog","M","1","0","1","2016-08-01","36"
"0","Maiya","Afghan","F","1","0","0","2017-05-02","58"
"0","Kayden","Bulldog","F","1","0","0","2012-05-15","99"
"0","Olga","Poodle","M","1","1","1","2017-06-05","104"
"0","Assunta","Poodle","F","0","0","0","2010-08-11","14"
"0","Adrianna","Golden Retriever","F","0","0","1","2012-07-25","86"
"0","Jamarcus","Huskie","M","1","0","0","2016-09-27","127"
"0","Anne","Great Dane","M","0","1","0","2016-09-16","95"
"0","Isaac","Golden Retriever","M","0","0","0","2012-09-16","14"
"0","Margaretta","Golden Retriever","F","0","0","1","2014-07-15","97"
"0","Ceasar","Pug","M","1","1","0","2015-12-14","106"
"0","Evie","Huskie","M","0","0","0","2002-02-19","9"
"0","Abbey","Afghan","F","0","0","1","2004-08-21","99"
"0","Tony","Yorkshire Terriers","F","1","0","1","2008-10-24","63"
"0","Jordyn","Golden Retriever","F","0","0","0","2005-08-26","45"
"0","Wava","Boston Terrier","M","0","1","0","2011-09-08","108"
"0","Lexie","Cavalier King Charles Spaniel","M","0","0","1","2004-12-12","94"
"0","Madisen","Bernese Mountain Dog","F","1","1","1","2004-11-01","85"
"0","Blanche","Bernese Mountain Dog","M","1","0","0","2015-10-12","128"
"0","Henry","Poodle","M","0","1","0","2004-09-06","92"
"0","Gonzalo","Dalmatian","M","1","0","0","2017-02-21","88"
"0","Esta","Bernese Mountain Dog","F","0","1","0","2003-05-28","106"
"0","Fletcher","Shih Tzu","M","1","1","1","2011-03-22","114"
"0","Grady","Rottweiler","M","1","1","0","2017-06-08","46"
"0","Gunner","Huskie","F","1","1","0","2000-03-16","36"
"0","Valerie","Beagle","F","0","0","1","2004-11-21","63"
"0","Jerel","Golden Retriever","F","0","0","1","2001-07-07","78"
"0","Casey","Cavalier King Charles Spaniel","M","0","0","0","2004-04-22","24"
"0","Jaclyn","Boston Terrier","M","1","1","1","2002-08-03","10"
"0","Bruce","Labrador","F","0","0","0","2010-03-19","23"
"0","Stacey","Bernese Mountain Dog","M","1","0","1","2008-09-05","125"
"0","Khalil","Boston Terrier","F","1","0","1","2003-11-02","72"
"0","Adeline","Irish Wolfhound","F","0","0","0","2003-03-10","111"
"0","Gavin","Mastiff","M","1","0","1","2010-11-03","105"
"0","Hellen","Boston Terrier","F","1","1","1","2011-01-22","97"
"0","Karli","Dachshunds","F","0","0","1","2006-06-10","72"
"0","Ludwig","Huskie","F","0","1","0","2013-03-15","98"
"0","Amelie","Boxers","F","0","1","0","2005-05-14","89"
"0","Kacie","Golden Retriever","M","0","0","1","2017-05-11","69"
"0","Marcel","Boxers","M","0","1","1","2007-10-17","40"
"0","Ivory","Bulldog","F","0","1","0","2001-06-15","65"
"0","Edwina","Yorkshire Terriers","F","1","0","1","2013-04-27","125"
"0","Nickolas","Irish Wolfhound","F","1","0","0","2011-11-17","134"
"0","Pat","Yorkshire Terriers","F","1","1","1","2013-05-19","63"
"0","Gabriel","Rottweiler","M","0","0","1","2014-10-24","73"
"0","Moises","Cavalier King Charles Spaniel","F","0","1","0","2003-01-08","104"
"0","Keegan","Beagle","F","1","0","0","2005-10-18","87"
"0","Milo","Bulldog","M","1","0","0","2012-05-06","41"
"0","Vivienne","Pug","F","0","1","1","2011-01-16","85"
"0","Ransom","Border Collie","M","0","0","0","2010-12-25","73"
"0","Marley","Dachshunds","M","1","0","0","2012-05-17","19"
"0","Granville","Bernese Mountain Dog","M","1","0","0","2006-11-26","35"
"0","Lesley","Boxers","F","1","1","0","2005-11-14","59"
"0","Queen","Doberman Pinscher","F","0","0","1","2011-03-09","79"
"0","Leonard","Pug","F","1","1","0","2001-02-17","74"
"0","Lacey","Boston Terrier","F","0","0","1","2017-03-05","30"
"0","Cynthia","Cavalier King Charles Spaniel","F","0","0","0","2000-05-11","26"
"0","Alanna","Yorkshire Terriers","F","1","0","0","2013-08-14","79"
"0","Enrico","Shih Tzu","M","1","0","0","2002-11-01","132"
"0","Opal","Australian Shepherd","M","0","1","0","2002-12-12","53"
"0","Karen","Cavalier King Charles Spaniel","F","0","1","1","2010-09-19","25"
"0","Annabell","Dalmatian","F","1","0","0","2005-04-09","6"
"0","Clint","Bernese Mountain Dog","M","1","1","0","2012-05-21","10"
"0","Abner","Great Dane","F","1","0","0","2000-08-18","50"
"0","Sanford","Alaskan Malamute","M","0","1","1","2006-09-21","103"
"0","Josianne","Irish Wolfhound","F","0","1","0","2007-11-08","34"
"0","Paula","Cavalier King Charles Spaniel","M","0","0","1","2012-09-07","37"
"0","Naomi","Afghan","F","1","0","0","2010-08-27","122"
"0","Ewald","Labrador","F","1","0","0","2001-04-24","118"
"0","Trenton","Australian Shepherd","F","1","0","1","2006-05-24","34"
"0","Ben","Australian Shepherd","F","0","0","0","2013-09-05","16"
"0","Hector","Dachshunds","F","1","1","0","2015-03-05","33"
"0","Irwin","Poodle","M","1","1","0","2006-09-08","125"
"0","Kasandra","Shih Tzu","M","1","0","1","2003-11-06","5"
"0","Melba","Great Dane","M","1","0","1","2017-08-20","41"
"0","Erin","Poodle","F","1","0","1","2017-08-25","6"
"0","Candelario","Bulldog","F","0","0","1","2007-04-27","10"
"0","Jeromy","Corgi","F","1","1","1","2014-02-22","124"
"0","Nicholaus","Boston Terrier","M","0","1","0","2016-03-25","82"
"0","Kaela","Mastiff","F","1","1","1","2017-12-03","84"
"0","Jaren","Great Dane","F","0","0","1","2004-07-09","87"
"0","Howard","Doberman Pinscher","F","0","1","0","2002-01-21","45"
"0","Ismael","Cavalier King Charles Spaniel","F","1","1","1","2005-11-23","120"
"0","Aliya","Beagle","F","1","0","1","2007-06-20","59"
"0","Mara","Australian Shepherd","M","1","1","0","2008-07-17","105"
"0","Ryleigh","Dachshunds","M","0","1","0","2012-09-18","123"
"0","Marilyne","Cavalier King Charles Spaniel","M","1","1","0","2017-08-24","95"
"0","Francisco","Border Collie","F","1","0","0","2014-05-07","112"
"0","Waino","Great Dane","F","1","1","0","2015-06-14","49"
"0","Lavern","Doberman Pinscher","F","0","0","1","2011-11-20","11"
"0","Abagail","Yorkshire Terriers","M","0","0","1","2000-05-02","19"
"0","Thea","Cavalier King Charles Spaniel","M","1","0","0","2011-09-26","41"
"0","Mauricio","Alaskan Malamute","F","1","1","1","2012-01-06","11"
"0","Shania","Yorkshire Terriers","F","1","0","0","2002-10-19","128"
"0","Dedric","Golden Retriever","F","1","0","1","2012-06-09","124"
"0","Vladimir","Huskie","M","0","0","0","2000-10-06","51"
"0","Mckayla","Huskie","F","0","0","1","2015-02-08","85"
"0","Jasper","German Shepherd","F","0","1","0","2016-12-19","126"
"0","Jaycee","Bernese Mountain Dog","M","1","1","0","2011-07-08","55"
"0","Devon","Doberman Pinscher","M","1","0","1","2010-09-01","93"
"0","Valentina","Dachshunds","M","0","1","0","2016-02-24","11"
"0","Reta","Labrador","M","1","1","1","2007-07-03","33"
"0","Janelle","Doberman Pinscher","F","0","0","1","2002-03-06","70"
"0","Nakia","Afghan","M","1","0","1","2010-12-01","103"
"0","Erna","Golden Retriever","F","1","1","1","2011-04-20","85"
"0","Florine","Australian Shepherd","M","0","0","0","2012-07-24","25"
"0","Janice","Shih Tzu","F","1","1","0","2000-12-25","7"
"0","Hosea","Rottweiler","F","1","1","0","2001-12-19","95"
"0","Claude","Afghan","M","1","0","1","2007-12-19","49"
"0","Jaime","Cavalier King Charles Spaniel","F","1","1","1","2001-11-06","109"
"0","Nels","Poodle","M","0","1","1","2017-04-14","79"
"0","Reece","Dachshunds","F","1","1","0","2015-11-04","41"
"0","Keagan","Corgi","F","1","1","1","2012-02-12","29"
"0","Joannie","Bernese Mountain Dog","F","1","0","1","2014-08-22","101"
"0","Brendan","Beagle","F","1","1","0","2006-03-14","70"
"0","Leone","Doberman Pinscher","F","0","0","0","2003-03-13","116"
"0","Magnus","Border Collie","F","0","0","1","2004-03-03","28"
"0","Kiley","Great Dane","F","1","0","1","2013-06-18","49"
"0","Icie","Boston Terrier","F","1","0","0","2017-04-13","90"
"0","Yasmeen","Mastiff","F","0","1","0","2002-04-13","18"
"0","Diego","Dalmatian","M","1","1","0","2001-01-03","61"
"0","Damion","Huskie","F","1","0","1","2005-03-21","121"
"0","Janelle","Bernese Mountain Dog","F","0","1","1","2014-12-18","101"
"0","Lucinda","Dachshunds","F","0","0","1","2007-04-18","6"
"0","Juana","Dalmatian","F","0","0","1","2006-09-13","103"
"0","Rhea","Boxers","F","1","1","0","2009-10-02","18"
"0","Bella","Rottweiler","F","0","1","1","2014-04-16","79"
"0","Oda","Boston Terrier","F","1","0","0","2014-11-15","88"
"0","Ryann","Great Dane","M","1","1","1","2011-11-12","21"
"0","Marjolaine","Corgi","M","0","1","1","2015-12-11","80"
"0","Katrine","Labrador","M","1","1","1","2010-06-28","15"
"0","Assunta","Border Collie","F","0","1","0","2002-04-03","82"
"0","Kenton","Shih Tzu","F","1","1","1","2015-01-11","69"
"0","Christiana","Bernese Mountain Dog","M","1","1","0","2005-10-15","46"
"0","Idella","Australian Shepherd","F","1","0","0","2012-12-28","133"
"0","Ulises","Border Collie","F","1","1","1","2015-05-07","132"
"0","Miguel","Beagle","M","1","0","1","2016-04-15","39"
"0","Bret","Golden Retriever","M","1","0","1","2001-04-06","66"
"0","Hilma","Bernese Mountain Dog","M","0","1","1","2003-02-13","127"
"0","Rhianna","Border Collie","F","1","0","0","2009-08-22","12"
"0","Theron","Bulldog","F","0","1","1","2008-07-18","105"
"0","Maymie","Irish Wolfhound","M","0","0","1","2002-06-21","119"
"0","Alivia","Mastiff","F","0","0","1","2003-10-25","60"
"0","Candido","Border Collie","M","1","0","1","2011-01-12","74"
"0","Gennaro","Shih Tzu","F","0","0","0","2001-01-27","33"
"0","Tianna","Boston Terrier","F","0","1","1","2015-07-26","66"
"0","Ramiro","Bulldog","F","1","1","1","2013-02-09","96"
"0","Wilton","Dachshunds","M","1","1","1","2007-10-10","55"
"0","Arthur","Australian Shepherd","F","1","0","0","2004-06-26","76"
"0","Vito","German Shepherd","M","0","1","0","2013-06-28","123"
"0","Gonzalo","Golden Retriever","M","1","0","0","2001-09-25","16"
"0","Herman","Afghan","M","1","0","1","2012-03-25","76"
"0","Elvera","Cavalier King Charles Spaniel","M","1","1","0","2013-12-16","15"
"0","Patience","Labrador","M","1","0","1","2012-12-01","43"
"0","Asia","Beagle","M","0","1","0","2017-06-13","100"
"0","Loma","Shih Tzu","F","1","0","0","2004-02-13","18"
"0","Laron","Golden Retriever","F","0","0","1","2006-04-12","20"
"0","Webster","Dalmatian","F","1","0","1","2013-07-24","71"
"0","Jordy","Yorkshire Terriers","M","0","0","0","2017-09-17","31"
"0","Francisco","Border Collie","F","1","1","0","2012-11-22","8"
"0","Oleta","Irish Wolfhound","M","1","1","1","2007-12-15","10"
"0","Hillard","Golden Retriever","F","1","1","1","2002-03-02","87"
"0","Madyson","Bernese Mountain Dog","M","0","1","0","2013-12-23","101"
"0","Dana","Doberman Pinscher","F","0","0","0","2014-03-24","91"
"0","Dana","Labrador","M","1","1","0","2015-12-19","5"
"0","Zander","Bernese Mountain Dog","F","0","0","1","2007-06-06","115"
"0","Alejandra","Poodle","F","1","0","0","2013-02-15","7"
"0","Jennyfer","Beagle","M","1","1","1","2015-08-06","134"
"0","Austen","Poodle","M","0","0","1","2004-01-28","29"
"0","Paolo","Mastiff","F","0","0","0","2001-01-04","124"
"0","Providenci","Alaskan Malamute","F","0","0","0","2000-02-04","12"
"0","Lila","Huskie","M","1","0","1","2011-10-08","86"
"0","Jordy","Huskie","F","0","1","0","2014-11-27","17"
"0","Trudie","Huskie","M","0","0","1","2011-08-28","83"
"0","Tobin","Doberman Pinscher","M","1","0","1","2012-04-16","79"
"0","Tremaine","Alaskan Malamute","M","1","1","1","2003-12-26","133"
"0","Annette","Beagle","F","1","1","0","2014-04-01","31"
"0","Jacquelyn","Corgi","F","1","0","1","2008-07-22","129"
"0","Schuyler","Corgi","F","1","0","1","2006-02-14","68"
"0","Golden","Great Dane","M","1","1","0","2012-02-16","30"
"0","Margarete","German Shepherd","F","1","0","1","2016-02-16","60"
"0","Diana","Mastiff","F","1","1","1","2002-02-26","112"
"0","Eden","Beagle","F","0","1","0","2000-05-22","28"
"0","Sandy","Dalmatian","F","1","1","1","2002-12-18","127"
"0","Madilyn","Afghan","M","1","0","0","2014-11-07","101"
"0","Cristian","Australian Shepherd","F","1","0","0","2003-10-22","65"
"0","Roberto","Bulldog","F","1","1","0","2005-05-04","52"
"0","Carol","Huskie","M","0","1","1","2008-06-03","10"
"0","Rodrigo","Dachshunds","F","1","0","1","2003-05-02","99"
"0","Annabel","Golden Retriever","M","0","0","0","2016-12-16","25"
"0","Luz","Rottweiler","F","1","1","0","2017-11-15","45"
"0","Rossie","Doberman Pinscher","F","0","0","0","2013-06-18","40"
"0","Kelli","Dalmatian","M","0","1","1","2016-01-08","26"
"0","Garth","Cavalier King Charles Spaniel","M","1","1","1","2003-07-25","65"
"0","Enrico","German Shepherd","F","1","1","0","2013-04-26","89"
"0","Tod","Mastiff","F","1","0","1","2013-02-12","109"
"0","Cordie","Yorkshire Terriers","F","1","0","1","2010-01-01","45"
"0","Armand","German Shepherd","F","0","1","0","2011-12-10","101"
"0","Calista","Bernese Mountain Dog","F","0","0","1","2007-10-26","67"
"0","Tre","German Shepherd","M","1","0","1","2008-04-24","46"
"0","Adolfo","Great Dane","F","1","1","1","2001-04-04","10"
"0","Lindsay","Golden Retriever","F","0","0","0","2015-01-27","116"
"0","Hermina","Mastiff","F","0","1","1","2016-05-12","73"
"0","Della","Yorkshire Terriers","M","1","0","0","2000-09-16","9"
"0","Aileen","Labrador","M","1","1","1","2012-12-20","111"
"0","Precious","Mastiff","M","0","0","0","2017-03-22","59"
"0","Jerrell","Mastiff","F","1","1","0","2017-02-14","111"
"0","Hassan","Mastiff","M","1","0","0","2008-02-03","17"
"0","Erich","Beagle","F","0","0","1","2017-07-10","133"
"0","Danyka","Border Collie","F","1","0","0","2015-07-05","89"
"0","Lucienne","Dachshunds","F","1","1","0","2014-06-28","96"
"0","Shaina","Border Collie","F","0","1","1","2004-01-27","107"
"0","Nyasia","Dalmatian","F","0","1","0","2014-09-14","60"
"0","Liza","Mastiff","F","0","1","0","2004-10-27","91"
"0","Nathan","Dachshunds","M","1","0","1","2010-02-12","39"
"0","Gregory","Border Collie","M","0","1","1","2002-05-22","96"
"0","Summer","Corgi","M","0","0","0","2012-08-09","11"
"0","Maribel","Beagle","F","1","0","0","2016-02-07","83"
"0","Amara","Alaskan Malamute","F","1","1","0","2008-04-04","84"
"0","Milford","Labrador","F","0","1","1","2005-05-02","50"
"0","Salma","Labrador","M","0","1","0","2014-02-17","76"
"0","Edyth","Australian Shepherd","F","0","0","0","2017-06-25","101"
"0","Name","Dachshunds","F","1","0","1","2014-01-11","7"
"0","Velma","Dachshunds","M","0","0","1","2008-08-27","42"
"0","Ryan","Poodle","F","1","1","0","2011-11-09","75"
"0","August","Beagle","F","0","0","1","2004-03-27","36"
"0","Stuart","Boston Terrier","M","0","0","1","2007-10-14","48"
"0","Adrain","Huskie","F","1","1","0","2011-09-06","126"
"0","Christopher","Shih Tzu","F","1","1","0","2003-08-08","124"
"0","Verner","Cavalier King Charles Spaniel","M","0","1","1","2005-05-21","132"
"0","Laura","German Shepherd","M","0","1","1","2004-03-04","76"
"0","Marjorie","Bernese Mountain Dog","M","0","0","1","2012-06-28","49"
"0","Mallory","Boston Terrier","M","1","0","0","2016-07-02","78"
"0","Favian","Mastiff","M","0","1","0","2012-03-07","71"
"0","Ford","Dachshunds","M","1","1","0","2009-03-13","44"
"0","Mossie","Border Collie","M","1","1","1","2012-01-18","121"
"0","Mikayla","Boston Terrier","F","0","1","0","2010-12-04","107"
"0","Earl","Irish Wolfhound","M","1","0","1","2008-05-21","92"
"0","Loma","Golden Retriever","F","0","0","1","2015-07-10","133"
"0","Trisha","Golden Retriever","M","1","1","0","2008-03-01","133"
"0","Rozella","Doberman Pinscher","M","0","1","1","2008-09-25","128"
"0","Syble","Pug","M","0","0","1","2003-11-13","28"
"0","Cletus","Beagle","M","1","1","0","2003-04-20","84"
"0","Ali","Rottweiler","F","0","0","1","2015-10-22","123"
"0","Jessyca","Shih Tzu","M","1","0","0","2006-09-09","68"
"0","Kaylie","Alaskan Malamute","M","1","0","1","2017-07-04","26"
"0","Fern","Bernese Mountain Dog","F","0","0","1","2006-06-04","49"
"0","Wava","Shih Tzu","F","1","0","0","2006-09-26","17"
"0","Rae","Shih Tzu","M","0","1","0","2012-07-04","57"
"0","Aida","German Shepherd","F","1","0","0","2011-09-14","31"
"0","Ashlee","Australian Shepherd","F","1","0","0","2013-10-26","11"
"0","Tiana","Alaskan Malamute","M","0","1","1","2003-08-10","49"
"0","Martin","Irish Wolfhound","F","1","0","1","2004-08-11","66"
"0","Adella","Mastiff","M","0","1","1","2005-08-03","48"
"0","Harry","Shih Tzu","M","1","0","1","2007-04-22","109"
"0","Jaycee","Golden Retriever","M","1","0","0","2004-09-01","5"
"0","Scottie","Afghan","F","1","0","0","2017-08-05","61"
"0","Bruce","Dachshunds","F","1","1","0","2001-01-05","94"
"0","Mekhi","Poodle","F","1","0","1","2005-03-11","87"
"0","Cooper","Dalmatian","M","0","1","1","2001-09-20","62"
"0","Shea","Rottweiler","M","1","0","1","2004-02-17","124"
"0","Jana","Irish Wolfhound","F","1","1","0","2001-06-09","87"
"0","Sydnie","Bulldog","M","1","1","0","2007-07-03","95"
"0","Easton","Bulldog","F","0","1","1","2012-10-13","14"
"0","Nicolas","Afghan","M","0","1","1","2000-03-08","38"
"0","Skyla","Dalmatian","M","0","1","1","2001-05-02","6"
"0","Anika","Bulldog","M","1","1","0","2016-05-22","42"
"0","Gene","Boxers","F","1","0","0","2006-03-17","5"
"0","Heaven","Corgi","F","0","0","0","2006-04-08","102"
"0","Federico","Corgi","M","0","0","1","2001-04-09","92"
"0","Dillon","Corgi","M","1","1","0","2014-05-12","118"
"0","Ettie","Afghan","F","1","0","1","2013-10-03","44"
"0","Matilde","Huskie","F","1","1","1","2003-10-12","117"
"0","Libby","Poodle","F","1","1","0","2011-08-09","16"
"0","Jett","Mastiff","F","0","0","0","2003-06-14","44"
"0","Shad","Dalmatian","M","1","0","0","2012-04-11","107"
"0","Conor","Irish Wolfhound","F","1","0","1","2016-04-26","20"
"0","Vincenza","Golden Retriever","F","1","1","0","2017-12-16","84"
"0","Zula","German Shepherd","M","1","1","0","2005-03-10","43"
"0","Sam","Poodle","M","1","1","0","2016-09-23","50"
"0","Melyna","Rottweiler","M","1","0","0","2012-08-25","5"
"0","Anne","Golden Retriever","F","0","0","0","2013-09-25","41"
"0","Adonis","Afghan","F","1","0","0","2013-07-28","59"
"0","Lauren","Border Collie","M","0","1","1","2007-04-08","133"
"0","Jaydon","Golden Retriever","F","1","0","1","2008-12-03","24"
"0","Jillian","Labrador","M","0","0","1","2012-08-08","44"
"0","Faustino","Mastiff","M","0","1","0","2003-06-24","69"
"0","Kathleen","Shih Tzu","F","1","0","0","2005-02-18","61"
"0","Jena","Beagle","F","0","1","1","2012-12-03","133"
"0","Catalina","Huskie","F","1","1","1","2014-03-06","24"
"0","Jan","Rottweiler","F","0","0","0","2004-03-08","93"
"0","Stuart","Dalmatian","M","0","0","0","2005-08-13","80"
"0","Patricia","Australian Shepherd","M","1","1","1","2016-02-13","123"
"0","Keagan","Rottweiler","F","0","1","0","2002-07-14","100"
"0","Carmelo","Yorkshire Terriers","F","1","1","0","2003-09-13","28"
"0","Evalyn","Bernese Mountain Dog","F","0","0","0","2000-08-19","66"
"0","Louie","Alaskan Malamute","F","0","0","1","2001-06-16","35"
"0","Reid","Shih Tzu","M","0","0","1","2001-03-01","6"
"0","Brielle","Corgi","F","1","1","0","2009-05-06","96"
"0","Justen","Dalmatian","M","1","1","0","2010-09-10","76"
"0","Raoul","Pug","F","0","1","0","2006-03-27","44"
"0","Elissa","Irish Wolfhound","M","0","0","0","2003-04-06","118"
"0","Elena","Rottweiler","F","0","1","1","2011-07-22","19"
"0","Mckenna","Huskie","F","1","1","0","2006-03-01","21"
"0","Nannie","Golden Retriever","F","1","1","1","2005-09-02","113"
"0","Rubye","German Shepherd","M","0","1","0","2002-04-14","33"
"0","Violette","Labrador","F","0","0","0","2015-02-12","27"
"0","Taurean","Irish Wolfhound","M","0","1","0","2007-01-22","13"
"0","Mavis","Bernese Mountain Dog","F","1","0","0","2003-04-20","88"
"0","Vallie","Rottweiler","F","1","0","0","2006-09-06","130"
"0","Lila","Alaskan Malamute","M","0","0","0","2008-03-04","113"
"0","Marjory","Australian Shepherd","F","1","1","0","2007-05-16","96"
"0","Jazlyn","Doberman Pinscher","M","1","1","0","2000-08-23","37"
"0","Lottie","Cavalier King Charles Spaniel","F","0","0","0","2006-04-02","118"
"0","Ransom","Corgi","M","1","0","1","2002-04-16","39"
"0","Blanca","Dalmatian","M","0","1","0","2004-11-12","60"
"0","Jovan","German Shepherd","F","1","0","1","2017-08-01","105"
"0","Dimitri","Beagle","F","1","1","0","2010-09-01","130"
