"id","name","species","sex","neutered","birthday"
"0","Minnie","Buffalo","M","0","2013-05-01"
"0","Rudolph","Tiger","F","0","2017-05-15"
"0","Hettie","Turtle","M","0","2002-05-03"
"0","Demond","Turtle","M","0","2010-07-16"
"0","Dolly","Horse","M","0","2001-09-06"
"0","Jairo","Pig","M","1","2000-05-10"
"0","Hertha","Rat","F","1","2000-07-12"
"0","Aisha","African Gray Parrot","F","0","2017-01-15"
"0","Adrain","Hedgehog","F","0","2016-10-10"
"0","Albin","Goat","M","1","2004-09-13"
"0","Wilburn","Mantis Shrimp","M","1","2005-11-21"
"0","Augusta","Chimpanzee","F","0","2017-12-11"
"0","Kenton","Buffalo","F","1","2009-04-13"
"0","Aletha","Goldfish","M","1","2017-10-28"
"0","Verlie","Siberian","F","0","2012-01-27"
"0","Caroline","Llama","M","1","2001-01-05"
"0","Larissa","Cow","M","1","2012-07-01"
"0","Joaquin","Cow","M","1","2011-06-05"
"0","Griffin","Capybara","F","1","2010-10-13"
"0","Dejah","Tarantula","M","1","2011-06-04"
"0","Frederick","Rat","F","0","2006-03-15"
"0","Olga","Horse","M","0","2012-11-28"
"0","Antonia","Pig","F","1","2007-09-20"
"0","Elenora","Hedgehog","M","0","2000-10-07"
"0","Tristin","Puma","F","0","2016-09-21"
"0","Tessie","Alligator","F","0","2001-01-15"
"0","Jordon","Alligator","M","1","2002-05-12"
"0","Abner","Horse","M","0","2002-06-10"
"0","Nathen","Capybara","F","1","2006-09-09"
"0","Terrance","Chimpanzee","F","1","2001-09-21"
"0","Oleta","Goldfish","M","0","2004-05-25"
"0","Brooks","Llama","F","1","2014-01-25"
"0","Abigale","Snow Owl","M","0","2016-09-14"
"0","Judah","Capybara","F","1","2011-09-19"
"0","Lenny","African Gray Parrot","M","1","2004-09-05"
"0","Mohammed","Python","M","1","2013-01-09"
"0","Alvera","Snow Owl","F","0","2003-02-26"
"0","Khalil","Llama","M","0","2016-02-25"
"0","Eldred","Capybara","M","0","2017-08-25"
"0","Prudence","Tiger","M","1","2002-03-22"
"0","Mathew","Python","F","0","2011-12-23"
"0","Alexane","African Gray Parrot","F","0","2008-05-17"
"0","Nicola","Sugar Glider","F","1","2015-11-23"
"0","Angie","Llama","F","0","2009-10-06"
"0","Juliet","Chinchilla","F","0","2005-09-17"
"0","Annamae","Fox","F","0","2000-04-24"
"0","Susanna","Fox","M","1","2015-06-27"
"0","Lonnie","Cow","F","0","2008-02-17"
"0","Stevie","Capybara","F","0","2012-03-10"
"0","Patsy","Turtle","M","1","2014-11-16"
"0","Opal","Rat","F","1","2007-10-13"
"0","Jaquan","Buffalo","F","0","2013-10-18"
"0","Carmine","Cow","M","1","2000-06-04"
"0","Etha","Turtle","M","1","2000-02-13"
"0","Keshawn","Chimpanzee","M","1","2003-07-05"
"0","Anya","Puma","M","0","2007-04-21"
"0","Hallie","Horse","M","1","2009-11-27"
"0","Reymundo","Axolotl","F","0","2006-02-11"
"0","Sarah","Chinchilla","M","0","2016-05-14"
"0","Hans","Siberian","F","0","2011-07-10"
"0","Margot","Sugar Glider","F","0","2016-12-28"
"0","Morton","Mantis Shrimp","M","0","2011-09-26"
"0","Darrel","Python","F","0","2013-06-03"
"0","Shea","Rat","M","0","2012-02-28"
"0","Lavon","Llama","M","1","2003-12-10"
"0","Alexander","Llama","M","1","2014-03-11"
"0","Arden","Snow Owl","M","0","2013-08-02"
"0","Colleen","Fox","F","0","2006-10-26"
"0","Trinity","Goat","M","0","2016-10-12"
"0","Kristina","Rat","M","1","2012-08-03"
"0","Katlyn","Bearded Dragon Lizard","F","0","2003-06-14"
"0","Mattie","Axolotl","M","1","2008-10-20"
"0","Alvena","Pig","F","0","2011-06-08"
"0","Rubie","Capybara","M","1","2001-02-23"
"0","Walton","Rat","M","0","2002-09-05"
"0","Madonna","Rat","F","0","2013-06-14"
"0","Josiane","Python","M","1","2014-02-16"
"0","Nicole","Turtle","M","1","2006-10-14"
"0","Jewel","Alligator","F","1","2004-05-17"
"0","Darby","Pig","M","0","2001-12-05"
"0","Watson","Horse","F","0","2009-03-19"
"0","Gladyce","Siberian","F","1","2004-01-17"
"0","Mae","Siberian","M","1","2005-02-21"
"0","Deonte","Llama","M","0","2013-04-10"
"0","Kira","Capybara","F","0","2003-02-17"
"0","Faye","Tarantula","M","0","2010-06-09"
"0","Johnson","Llama","M","0","2011-07-06"
"0","Annabel","Goldfish","M","1","2008-09-16"
"0","Florence","Turtle","F","1","2012-06-02"
"0","Elroy","Hedgehog","M","0","2016-06-03"
"0","Barrett","African Gray Parrot","M","0","2011-03-19"
"0","Thurman","Hedgehog","M","0","2006-08-02"
"0","Alfonzo","Siberian","M","1","2000-09-13"
"0","Theron","Puma","F","0","2008-04-23"
"0","Laverne","African Gray Parrot","F","1","2005-11-01"
"0","Marcus","Goldfish","F","0","2017-12-22"
"0","Keon","Fox","F","0","2012-05-11"
"0","Trey","Tarantula","M","0","2005-06-08"
"0","Carroll","Snow Owl","F","0","2016-06-24"
"0","Macie","Cow","M","1","2014-05-09"
"0","Cayla","Chimpanzee","F","1","2010-12-24"
"0","Bill","Python","F","0","2006-01-20"
"0","Christian","Python","F","0","2017-04-13"
"0","Jamie","Python","F","1","2011-05-19"
"0","Jacinthe","Python","M","1","2013-10-05"
"0","Abigale","Llama","F","0","2016-10-07"
"0","Wilford","Python","F","1","2006-01-26"
"0","Ottis","Turtle","F","1","2016-03-15"
"0","Pierre","Llama","F","0","2014-06-28"
"0","Arianna","Siberian","F","1","2008-10-05"
"0","Rita","Snow Owl","M","1","2010-06-18"
"0","Karen","Rat","F","0","2003-06-26"
"0","Miracle","Capybara","F","0","2015-03-02"
"0","Johnpaul","Goldfish","M","1","2016-07-05"
"0","Berniece","Chimpanzee","F","0","2004-10-11"
"0","Stewart","Goat","F","1","2003-02-11"
"0","Earnest","Llama","F","0","2016-02-13"
"0","Moses","Fox","F","0","2006-02-24"
"0","Marjolaine","Pig","M","0","2016-10-18"
"0","Colin","Capybara","F","0","2014-02-08"
"0","Lucy","Axolotl","F","0","2010-10-22"
"0","Leonard","Axolotl","F","1","2007-10-08"
"0","Eleanore","Puma","M","1","2010-02-19"
"0","Bartholome","African Gray Parrot","M","0","2008-05-19"
"0","Nadia","Capybara","M","0","2003-08-24"
"0","Eloise","Fox","M","0","2007-10-27"
"0","Walker","Mantis Shrimp","F","0","2015-02-27"
"0","Pauline","Pig","M","0","2013-06-02"
"0","Anthony","Chimpanzee","M","0","2009-05-09"
"0","Tyrique","Bearded Dragon Lizard","F","0","2010-03-27"
"0","Tate","Bearded Dragon Lizard","F","1","2007-04-04"
"0","Bette","Sugar Glider","M","1","2011-04-11"
"0","Fletcher","Python","M","0","2002-01-08"
"0","Destany","Chinchilla","M","0","2005-12-17"
"0","Irma","Tiger","M","0","2005-07-06"
"0","Chaim","Goat","M","1","2014-05-24"
"0","Albert","Alligator","F","0","2009-09-09"
"0","Eladio","Python","F","1","2010-04-05"
"0","Kelsi","Fox","F","0","2015-01-21"
"0","Olen","Goldfish","M","1","2016-09-11"
"0","Vicky","Axolotl","F","1","2002-07-04"
"0","Baron","Llama","M","1","2009-10-16"
"0","Lavern","Capybara","F","0","2005-06-15"
"0","Lucienne","Capybara","F","1","2016-02-22"
"0","Coy","Llama","M","1","2001-01-08"
"0","Leslie","Alligator","M","0","2004-08-22"
"0","Jake","Capybara","F","0","2002-06-17"
"0","Maxime","Fox","M","0","2000-02-27"
"0","Dangelo","Turtle","F","1","2007-08-22"
"0","Marguerite","Rat","M","1","2016-08-26"
"0","Jamarcus","Sugar Glider","F","0","2014-09-23"
"0","Rocio","Axolotl","F","1","2005-12-01"
"0","Gerhard","Puma","F","1","2017-08-12"
"0","Jacklyn","Chinchilla","M","0","2005-01-04"
"0","Cecil","Buffalo","M","0","2004-08-05"
"0","Alisha","Chinchilla","M","1","2013-02-23"
"0","Abelardo","Alligator","F","1","2010-12-16"
"0","Angelina","Buffalo","F","0","2005-12-10"
"0","Ryder","Turtle","M","1","2010-02-10"
"0","Kenna","Sugar Glider","F","1","2003-10-07"
"0","Justine","Chinchilla","F","0","2007-04-10"
"0","Rupert","Axolotl","M","1","2003-03-19"
"0","Maria","Python","F","1","2005-06-10"
"0","Marvin","Fox","M","0","2007-10-06"
"0","Erwin","Tiger","F","0","2014-01-28"
"0","Ewald","Tarantula","M","0","2005-11-27"
"0","Pansy","Axolotl","F","1","2001-06-21"
"0","Lavon","Chimpanzee","M","1","2017-05-04"
"0","Judge","Mantis Shrimp","M","1","2014-11-23"
"0","Godfrey","Goat","M","0","2016-05-08"
"0","Blake","Llama","F","1","2009-01-14"
"0","Rocio","Axolotl","F","0","2014-01-03"
"0","Taya","Chinchilla","F","1","2015-08-22"
"0","Elisabeth","Tarantula","F","1","2003-05-02"
"0","Craig","Alligator","F","0","2003-08-19"
"0","Dejon","African Gray Parrot","F","1","2014-07-04"
"0","Faustino","Buffalo","M","1","2012-05-19"
"0","Herman","Cow","M","0","2003-09-12"
"0","Zelma","Tarantula","F","0","2013-05-02"
"0","Yesenia","Cow","F","0","2005-01-11"
"0","Ephraim","Python","M","1","2000-01-18"
"0","Elva","Goldfish","F","1","2011-05-12"
"0","Yasmin","Siberian","F","1","2005-03-17"
"0","Tate","Siberian","M","1","2010-03-06"
"0","Rowan","African Gray Parrot","F","0","2000-08-08"
"0","Lydia","Python","M","0","2002-05-15"
"0","Joanny","Mantis Shrimp","F","0","2012-02-12"
"0","Ursula","Chimpanzee","F","1","2007-09-05"
"0","Rudy","Buffalo","M","0","2011-07-26"
"0","Herminia","Goldfish","M","0","2005-01-03"
"0","Jillian","Cow","F","1","2003-12-27"
"0","Gunner","Fox","F","0","2005-07-12"
"0","Omer","Pig","M","0","2004-08-03"
"0","Jerod","Horse","F","1","2002-02-11"
"0","Domenick","Alligator","F","1","2013-03-09"
"0","Corrine","Tiger","M","0","2013-03-02"
"0","Ole","Chinchilla","F","0","2006-08-10"
"0","Nicola","Tiger","M","1","2001-02-06"
"0","Jayme","Horse","F","1","2017-04-22"
"0","Golden","Mantis Shrimp","F","1","2015-01-18"
"0","Mark","Fox","F","1","2010-12-24"
"0","Kevin","Sugar Glider","M","0","2005-10-15"
"0","Elias","Puma","F","1","2004-04-08"
"0","Loy","Goldfish","F","0","2000-04-18"
"0","Rex","Buffalo","F","0","2012-09-22"
"0","Andrew","Python","F","1","2010-09-20"
"0","June","Buffalo","M","0","2014-07-12"
"0","Cordell","Turtle","F","0","2017-05-13"
"0","Davin","Chinchilla","F","1","2000-09-01"
"0","Petra","Cow","M","0","2004-05-21"
"0","Cordie","Llama","M","1","2010-02-16"
"0","Zechariah","Buffalo","M","1","2013-11-11"
"0","Cindy","Cow","F","1","2010-09-06"
"0","Harmony","Goat","F","1","2005-04-04"
"0","Jensen","Horse","F","1","2006-08-25"
"0","Telly","Alligator","M","1","2013-01-25"
"0","Monte","Goat","M","1","2012-08-28"
"0","Judah","Chimpanzee","M","0","2006-09-22"
"0","Webster","Siberian","M","1","2005-12-17"
"0","Kory","Hedgehog","M","0","2010-01-14"
"0","Fred","Bearded Dragon Lizard","M","1","2012-05-04"
"0","Aurore","Chimpanzee","F","1","2008-08-12"
"0","Kamren","Mantis Shrimp","M","1","2016-01-20"
"0","Virginia","Horse","M","0","2000-06-24"
"0","Madelyn","Llama","F","1","2008-02-15"
"0","Christiana","Python","F","1","2016-10-24"
"0","Elias","Llama","M","1","2010-02-20"
"0","Frederick","Cow","M","0","2005-03-03"
"0","Wilhelmine","Tarantula","M","1","2004-08-01"
"0","Kristian","Siberian","M","0","2017-01-15"
"0","Juliana","Chinchilla","M","1","2014-07-05"
"0","Mathilde","Chimpanzee","M","0","2003-02-15"
"0","Toy","Hedgehog","M","1","2011-05-11"
"0","Alia","Chinchilla","F","1","2015-08-11"
"0","Justen","Goldfish","F","1","2004-10-18"
"0","Maryjane","Horse","M","1","2000-02-06"
"0","Letha","Tiger","M","0","2009-06-08"
"0","Amely","Hedgehog","M","1","2011-08-28"
"0","Adolphus","Capybara","M","1","2012-09-17"
"0","Clark","Fox","F","1","2008-04-19"
"0","Kade","Goldfish","M","0","2008-08-17"
"0","Leone","Tiger","F","1","2000-05-12"
"0","Julie","Rat","F","1","2009-04-20"
"0","Gregoria","Rat","M","1","2001-03-16"
"0","Ibrahim","Goat","F","1","2006-11-04"
"0","Cheyenne","Rat","F","1","2008-02-11"
"0","Haven","Siberian","F","1","2006-12-04"
"0","Jana","Axolotl","F","1","2005-12-08"
"0","Garth","Python","M","1","2011-03-09"
"0","Edyth","Snow Owl","M","0","2016-07-06"
"0","Lolita","Buffalo","F","1","2008-09-28"
"0","Hilda","Buffalo","F","0","2013-11-02"
"0","Clemmie","Alligator","M","1","2006-08-16"
"0","Khalid","Horse","M","1","2012-08-01"
"0","Jessie","Horse","M","1","2013-12-26"
"0","Edythe","Python","F","0","2006-08-07"
"0","Zackary","African Gray Parrot","M","1","2012-02-03"
"0","Elody","Bearded Dragon Lizard","M","1","2003-09-22"
"0","Pedro","Snow Owl","M","1","2006-08-16"
"0","Dana","Snow Owl","F","1","2008-01-05"
"0","Annabell","Cow","F","0","2017-02-11"
"0","Nellie","Llama","M","0","2007-11-11"
"0","Alexandrea","Rat","F","0","2017-07-23"
"0","Angelica","Goat","M","0","2008-03-08"
"0","Adriana","Python","F","0","2016-06-11"
"0","Antonina","Tarantula","F","0","2012-06-21"
"0","Ruth","Alligator","M","1","2002-05-14"
"0","Demarco","Tarantula","F","0","2006-06-13"
"0","Jaunita","Chinchilla","M","0","2003-03-11"
"0","Buddy","Llama","M","0","2008-05-15"
"0","Earl","Goat","M","1","2016-11-07"
"0","Marcellus","Mantis Shrimp","M","0","2015-07-19"
"0","Lavina","Turtle","F","1","2017-11-19"
"0","Karina","Cow","F","1","2016-08-05"
"0","Cullen","Puma","F","1","2013-02-24"
"0","Kaci","Turtle","M","1","2007-06-25"
"0","Susana","Goldfish","F","1","2002-02-15"
"0","Litzy","Horse","M","0","2004-08-03"
"0","Roma","Tarantula","F","0","2008-05-10"
"0","Zion","Goat","F","0","2011-11-04"
"0","Carli","Puma","F","1","2010-12-22"
"0","Gladyce","Llama","F","1","2004-02-23"
"0","Salma","Buffalo","F","0","2016-12-01"
"0","Leif","Axolotl","F","0","2013-01-09"
"0","Michel","Tiger","M","1","2013-10-01"
"0","Harrison","Horse","M","1","2014-04-16"
"0","Tatum","Bearded Dragon Lizard","F","1","2012-03-12"
"0","Kyla","Tiger","F","1","2005-04-25"
"0","Maritza","Axolotl","F","0","2011-03-05"
"0","Sammie","Axolotl","F","1","2011-04-22"
"0","Nikolas","Hedgehog","F","1","2001-06-25"
"0","Glenda","Fox","F","1","2002-04-13"
"0","Geo","Tarantula","F","1","2016-11-06"
"0","Fernando","Fox","F","1","2010-01-04"
"0","Hillard","Mantis Shrimp","F","1","2014-07-25"
"0","Cecelia","Tarantula","F","1","2004-08-19"
"0","Laura","Snow Owl","F","1","2016-11-19"
"0","Mohammed","Goldfish","F","1","2001-03-09"
"0","Annamarie","African Gray Parrot","F","1","2002-09-25"
"0","Bethany","Python","M","0","2010-12-06"
"0","Donald","Pig","F","1","2009-05-21"
"0","Reba","Pig","M","0","2010-09-12"
"0","Sallie","Llama","M","0","2001-11-17"
"0","Omari","Puma","F","0","2014-01-13"
"0","Justina","Horse","M","0","2013-09-28"
"0","Lou","Horse","F","0","2013-08-02"
"0","Avis","Pig","F","0","2012-08-08"
"0","Tierra","Rat","F","0","2003-05-18"
"0","Carmelo","Snow Owl","F","1","2008-09-18"
"0","Trudie","Rat","M","0","2003-06-24"
"0","Velma","Chinchilla","F","1","2016-10-19"
"0","Ernestine","African Gray Parrot","F","0","2004-10-27"
"0","Itzel","Tarantula","F","1","2005-05-06"
"0","Harry","Python","F","0","2013-10-08"
"0","Maribel","Puma","F","1","2015-02-02"
"0","Daron","Chimpanzee","M","1","2005-01-17"
"0","Dasia","Rat","F","0","2012-09-15"
"0","Arvilla","Chinchilla","M","0","2010-10-09"
"0","Kylie","Cow","F","1","2004-06-01"
"0","Virgil","Hedgehog","M","1","2004-04-10"
"0","Laila","Cow","F","1","2012-04-18"
"0","Gennaro","Horse","F","1","2006-11-26"
"0","Jonatan","Tarantula","F","0","2007-04-09"
"0","Zena","Horse","F","0","2005-12-15"
"0","Carmine","Turtle","M","1","2007-04-02"
"0","Roy","Tiger","M","1","2003-05-08"
"0","Ernest","Bearded Dragon Lizard","F","0","2008-10-01"
"0","Alice","Mantis Shrimp","F","0","2010-01-22"
"0","Betty","Llama","F","1","2012-06-03"
"0","Orpha","Goat","F","1","2012-11-14"
"0","London","Goat","F","1","2012-04-27"
"0","Ricky","Chimpanzee","F","0","2011-12-10"
"0","Murray","Horse","M","0","2010-02-16"
"0","Velva","Sugar Glider","M","1","2007-08-07"
"0","Matilde","Snow Owl","F","0","2010-06-14"
"0","Fernando","Tiger","F","1","2015-02-16"
"0","Elise","Rat","M","1","2013-07-28"
"0","Aletha","African Gray Parrot","M","1","2013-07-04"
"0","Roscoe","Cow","F","0","2013-07-08"
"0","Jett","Puma","F","0","2000-01-01"
"0","Estelle","Siberian","M","0","2004-12-18"
"0","Moses","Bearded Dragon Lizard","F","1","2016-11-20"
"0","Harmon","Hedgehog","F","1","2009-01-23"
"0","Arvilla","Buffalo","M","1","2006-02-13"
"0","Emily","Goldfish","M","1","2015-10-12"
"0","Verda","Buffalo","F","1","2005-03-11"
"0","Carolyn","Axolotl","F","1","2001-08-03"
"0","Lucie","Python","F","0","2009-02-01"
"0","Ferne","Alligator","F","1","2008-02-17"
"0","Joelle","Tiger","F","1","2006-10-06"
"0","Zula","Tiger","F","0","2008-01-28"
"0","Lesly","Tarantula","M","0","2011-05-01"
"0","Dashawn","Llama","M","1","2007-03-13"
"0","Sam","Pig","F","1","2017-11-01"
"0","Marguerite","Sugar Glider","M","1","2004-07-15"
"0","Missouri","African Gray Parrot","F","0","2008-09-19"
"0","Aditya","Tarantula","M","1","2002-02-20"
"0","Garnet","Axolotl","M","0","2007-12-26"
"0","Crystal","Capybara","M","0","2001-07-03"
"0","Melvin","Python","M","1","2002-08-01"
"0","Norbert","Goat","M","0","2015-12-06"
"0","Jovan","Bearded Dragon Lizard","F","0","2017-12-10"
"0","Jose","Snow Owl","M","1","2004-12-27"
"0","Reinhold","Bearded Dragon Lizard","M","0","2015-11-17"
"0","Cleta","Tarantula","F","0","2017-01-26"
"0","Travon","Hedgehog","M","1","2002-03-10"
"0","Chasity","Sugar Glider","M","0","2016-03-08"
"0","Dawn","Horse","F","1","2009-10-27"
"0","Delfina","Tiger","F","0","2005-05-01"
"0","Lorenz","Fox","F","1","2009-12-27"
"0","Mallory","Capybara","F","0","2014-07-10"
"0","Aiden","Goat","M","0","2015-04-24"
"0","Lucy","Chimpanzee","M","1","2008-01-10"
"0","Fredy","Turtle","F","1","2016-05-24"
"0","Heidi","Puma","M","0","2014-11-22"
"0","Verla","Tiger","M","0","2013-09-14"
"0","Annabel","Chimpanzee","M","0","2007-02-18"
"0","Fae","Buffalo","F","1","2012-06-05"
"0","Marco","Bearded Dragon Lizard","F","1","2007-10-03"
"0","Cecil","Hedgehog","M","1","2000-11-11"
"0","Cary","African Gray Parrot","M","1","2011-12-11"
"0","Narciso","Puma","M","0","2007-01-09"
"0","Adolphus","Goldfish","M","1","2006-10-04"
"0","Summer","Pig","F","0","2009-07-11"
"0","Delfina","Hedgehog","M","1","2007-03-05"
"0","Thaddeus","Siberian","M","1","2009-04-25"
"0","Jerel","Axolotl","F","1","2017-09-04"
"0","Maxine","Sugar Glider","M","0","2011-04-03"
"0","Dangelo","Chimpanzee","F","1","2009-10-24"
"0","Dax","Puma","F","1","2006-10-18"
"0","Everardo","Bearded Dragon Lizard","F","1","2009-09-19"
"0","Nikko","Alligator","F","1","2005-12-28"
"0","Freddy","Axolotl","M","0","2000-07-09"
"0","Terrell","Capybara","F","0","2002-02-10"
"0","Maye","Cow","M","0","2009-06-01"
"0","Julio","Puma","F","0","2014-03-25"
"0","Lucie","Puma","M","1","2015-01-16"
"0","Mariela","Sugar Glider","F","1","2003-03-06"
"0","Albert","African Gray Parrot","F","1","2006-07-02"
"0","Mae","Sugar Glider","F","0","2011-09-10"
"0","Jerald","Chinchilla","M","1","2017-08-10"
"0","Bonnie","Sugar Glider","M","1","2006-02-07"
"0","Alexanne","Mantis Shrimp","F","1","2010-10-22"
"0","Raul","Siberian","F","0","2002-05-01"
"0","Sabrina","Chimpanzee","F","1","2006-10-04"
"0","Henri","Python","M","1","2012-04-15"
"0","Jaylin","Bearded Dragon Lizard","M","1","2012-02-07"
"0","Maegan","Siberian","F","0","2017-12-13"
"0","Esperanza","Sugar Glider","F","1","2014-08-08"
"0","Alvis","Rat","M","0","2012-02-13"
"0","Gwen","Mantis Shrimp","M","0","2007-06-12"
"0","Myrtis","Axolotl","F","0","2012-01-05"
"0","Luigi","Horse","F","0","2001-04-15"
"0","Darien","Horse","F","1","2002-10-02"
"0","Jeffery","Turtle","M","1","2016-08-15"
"0","Shanna","Puma","M","0","2008-09-13"
"0","Kirstin","Capybara","F","1","2003-06-03"
"0","Judge","Goldfish","M","1","2006-12-23"
"0","Constantin","Tarantula","F","0","2014-03-10"
"0","Mateo","Snow Owl","M","1","2017-10-07"
"0","Iva","Horse","F","0","2007-10-15"
"0","Karley","Snow Owl","M","0","2016-01-07"
"0","Agustina","Goat","M","1","2004-05-12"
"0","Edwina","Chinchilla","M","1","2015-07-27"
"0","Zena","Goat","M","0","2005-01-05"
"0","Aditya","Siberian","F","1","2011-10-26"
"0","Arely","Bearded Dragon Lizard","M","1","2011-08-22"
"0","Margie","Buffalo","F","1","2016-07-14"
"0","Luigi","Tiger","M","1","2009-11-12"
"0","Sheila","Hedgehog","M","0","2011-02-25"
"0","Halie","Chimpanzee","F","0","2002-12-21"
"0","Cecilia","Llama","F","0","2002-01-12"
"0","Karianne","Goat","F","0","2016-08-07"
"0","Loyal","Alligator","F","1","2017-06-15"
"0","Lewis","Horse","M","0","2004-01-07"
"0","Celestino","Tiger","F","1","2010-11-24"
"0","Aurelio","Capybara","F","0","2012-04-20"
"0","Gillian","Cow","M","0","2014-05-10"
"0","Eladio","Mantis Shrimp","M","0","2006-10-17"
"0","Christian","Capybara","F","1","2004-04-21"
"0","Paris","Turtle","M","1","2017-05-24"
"0","Zachery","Horse","M","1","2002-11-20"
"0","Coty","Chimpanzee","M","0","2011-01-17"
"0","Anya","Axolotl","M","0","2010-06-20"
"0","Roselyn","Hedgehog","F","0","2013-10-14"
"0","Humberto","Horse","F","0","2005-10-02"
"0","Brian","Turtle","F","1","2010-10-08"
"0","Luisa","Rat","F","1","2017-04-12"
"0","Bradford","Tarantula","F","0","2013-08-21"
"0","Shannon","Goat","M","1","2015-11-27"
"0","Dangelo","Rat","F","0","2000-09-27"
"0","Angel","Python","F","0","2011-07-28"
"0","Jordy","Tarantula","M","1","2004-03-09"
"0","Arlo","Bearded Dragon Lizard","M","1","2002-01-17"
"0","Kiel","Bearded Dragon Lizard","M","0","2017-04-08"
"0","Manley","Fox","F","1","2016-05-13"
